Reg,St,Site Name                                                                ,,Site ID,EPA ID,Address,City,Zip,County,,,FF?,Latitude,Longitude,Deleted Date,,
‭10‬,ID,PACIFIC HIDE & FUR RECYCLING CO.,,‭1000219‬,IDD098812878,3575 HWY 30 W ,POCATELLO,83201,BANNOCK,,,N,‭+42.895700‬,‭-112.486000‬ ,11/04/99,,
‭10‬,ID,UNION PACIFIC RAILROAD CO.,,‭1000201‬,IDD055030852,300 S HARRISON ,POCATELLO,83201,BANNOCK,,,N,‭+42.895400‬,‭-112.487600‬ ,09/22/97,,
‭10‬,OR,"ALLIED PLATING, INC.",,‭1000373‬,ORD009051442,8135 NE UNION AV ,PORTLAND,97211,MULTNOMAH,,,N,‭+45.583330‬,‭-122.661700‬ ,11/14/94,,
‭10‬,OR,"GOULD, INC.",,‭1000455‬,ORD095003687,5909 NW 61ST AV ,PORTLAND,97208,MULTNOMAH,,,N,‭+45.569200‬,‭-122.748300‬ ,09/30/02,,
‭10‬,OR,HARBOR OIL INC.,,‭1000442‬,ORD071803985,AKA CHEMPRO OF OREGON INC 11535 N FORCE ST,PORTLAND,97217,MULTNOMAH,,,N,‭+45.606380‬,‭-122.691380‬ ,06/05/14,,
‭10‬,OR,JOSEPH FOREST PRODUCTS,,‭1000438‬,ORD068782820,RUSSELL LANE 1 MI OFF HWY 82 ,JOSEPH,97846,WALLOWA,,,N,‭+45.359430‬,‭-117.247200‬ ,11/04/99,,
‭10‬,OR,MARTIN-MARIETTA ALUMINUM CO.,,‭1000424‬,ORD052221025,3313 W 2ND ST ,THE DALLES,97058,WASCO,,,N,‭+45.624430‬,‭-121.205600‬ ,07/05/96,,
‭10‬,WA,ALCOA (VANCOUVER SMELTER),,‭1000597‬,WAD009045279,5509 LOWER RIVER RD ,VANCOUVER,98660,CLARK,,,N,‭+45.649430‬,‭-122.731800‬ ,09/30/96,,
‭10‬,WA,BONNEVILLE POWER ADMINISTRATION ROSS COMPLEX (USDOE),,‭1001106‬,WA1891406349,5411 NE HWY 99 ,VANCOUVER,98666,CLARK,,,Y,‭+45.661600‬,‭-122.657200‬ ,09/23/96,,
‭10‬,WA,FORT LEWIS (LANDFILL NO. 5),,‭1001137‬,WA9214053465,ATTN: AFZH-FEQ 11 MI E OF OLYMPIA,TACOMA,98433,PIERCE,,,Y,‭+47.119410‬,‭-122.630000‬ ,05/22/95,,
‭10‬,WA,HAMILTON ISLAND LANDFILL (USA/COE),,‭1001123‬,WA5210890096,BONNEVILLE LOCK & DAM ,NORTH BONNEVILLE,98648,SKAMANIA,,,Y,‭+45.629580‬,‭-121.985000‬ ,05/25/95,,
‭10‬,WA,HANFORD 1100-AREA (USDOE),,‭1001118‬,WA4890090075,1100 AREA ,BENTON COUNTY,99352,BENTON,,,Y,‭+46.323100‬,‭-119.284800‬ ,09/30/96,,
‭10‬,WA,MCCHORD AIR FORCE BASE (WASH RACK/TREATMENT AREA),,‭1001133‬,WA8570024200,MERIDIAN ST - 62ABG/DEEV ,TACOMA,98438,PIERCE,,,Y,‭+47.141110‬,‭-122.488900‬ ,09/26/96,,
‭10‬,WA,"NAVAL AIR STATION, WHIDBEY ISLAND (SEAPLANE BASE)",,‭1001127‬,WA6170090058,1 MI NE OF E PIONEER WAY & TORPEDO INTSC ,WHIDBEY ISLAND,98278,ISLAND,,,Y,‭+48.299450‬,‭-122.613300‬ ,09/21/95,,
‭10‬,WA,NORTHWEST TRANSFORMER,,‭1001003‬,WAD980833974,6882 MISSION ST ,EVERSON,98247,WHATCOM,,,N,‭+48.890500‬,‭-122.353400‬ ,09/28/99,,
‭10‬,WA,NORTHWEST TRANSFORMER (SOUTH HARKNESS STREET),,‭1000682‬,WAD027315621,107 S HARKNESS ,EVERSON,98247,WHATCOM,,,N,‭+48.919700‬,‭-122.343100‬ ,09/26/97,,
‭10‬,WA,OLD INLAND PIT,,‭1001074‬,WAD980982557,N SULLIVAN RD & KIERNAN RD ,SPOKANE,99216,SPOKANE,,,N,‭+47.689710‬,‭-117.198300‬ ,08/31/99,,
‭10‬,WA,PESTICIDE LAB (YAKIMA),,‭1000815‬,WAD120513957,3706 W NOB HILL RD ,YAKIMA,98902,YAKIMA,,,N,‭+46.584600‬,‭-120.555600‬ ,09/01/93,,
‭10‬,WA,PORT HADLOCK DETACHMENT (USNAVY),,‭1001117‬,WA4170090001,Postal Address is unavailable for the Site ,INDIAN ISLAND,98358,JEFFERSON,,,Y,‭+48.083470‬,‭-122.729580‬ ,06/14/05,,
‭10‬,WA,SILVER MOUNTAIN MINE,,‭1000948‬,WAD980722789,"SEC 34, T38N, R26E, WM ",LOOMIS,98827,OKANOGAN,,,N,‭+48.745000‬,‭-119.557000‬ ,09/22/97,,
‭10‬,WA,SPOKANE JUNKYARD/ASSOCIATED PROPERTIES,,‭1001090‬,WAD981767296,N 3322 COOK ST. ,SPOKANE,99207,SPOKANE,,,N,‭+47.689440‬,‭-117.370820‬ ,09/23/97,,
‭10‬,WA,TOFTDAHL DRUMS,,‭1000961‬,WAD980723506,22033 NE 189 ST ,BRUSH PRAIRIE,98606,CLARK,,,N,‭+45.754900‬,‭-122.446400‬ ,12/23/88,,
‭10‬,WA,TULALIP LANDFILL,,‭1000878‬,WAD980639256,TULALIP INDIAN RESERVATION ,MARYSVILLE,98270,SNOHOMISH,,,N,‭+48.041660‬,‭-122.182220‬ ,09/18/02,,
‭10‬,WA,YAKIMA PLATING CO.,,‭1000705‬,WAD040187890,1804 S 3RD AV ,YAKIMA,98902,YAKIMA,,,N,‭+46.572300‬,‭-120.508900‬ ,08/23/94,,
Total: 393,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
